priority,category,channel,complexity_score,response_time_hours,resolution_time_hours,previous_tickets,customer_tenure_months,customer_age,sla_breach,escalated
High,Data Loss,Email,5,2.87,14.73,6,28,65,0,0
Medium,Login Issue,Phone,6,22.55,101.99,0,42,47,1,0
Medium,Payment Problem,Email,2,6.85,20.92,3,21,22,0,0
Urgent,Payment Problem,Chat,7,0.37,3.93,3,61,31,0,0
Medium,Feature Request,Email,5,2.71,30.03,3,58,41,0,0
Medium,Performance Issue,Email,2,32.25,103.63,2,25,53,1,0
Medium,Login Issue,Chat,4,18.46,89.39,2,7,32,1,0
Urgent,Payment Problem,Chat,10,2.77,17.69,1,32,66,1,1
Medium,Integration Failure,Phone,4,3.03,34.83,3,63,41,0,0
Low,Login Issue,Phone,1,12.15,107.69,4,24,45,0,0
High,Integration Failure,Phone,5,10.04,48.87,4,23,41,1,0
Urgent,Data Loss,Chat,6,0.39,4.2,5,39,40,0,0
Low,Payment Problem,Chat,2,70.51,148.93,2,5,24,1,0
Low,Payment Problem,Chat,2,55.47,250.32,1,60,27,1,0
Low,Account Suspension,Chat,1,8.71,112.64,0,13,62,0,0
Medium,Account Suspension,Chat,5,9.54,29.61,1,32,65,0,0
Medium,Feature Request,Portal,5,35.65,61.88,3,46,50,1,0
High,Billing Dispute,Email,4,6.29,37.16,1,62,55,1,0
High,Billing Dispute,Portal,4,10.65,40.19,3,32,26,1,0
High,Performance Issue,Email,8,11.83,31.02,3,71,64,1,1
Medium,Feature Request,Email,2,4.39,24.76,0,43,56,0,0
Urgent,Billing Dispute,Email,7,0.38,6.55,3,35,38,0,0
Medium,Feature Request,Chat,2,29.55,74.11,2,47,46,1,0
Urgent,Payment Problem,Email,6,0.91,7.59,3,53,66,0,0
High,Account Suspension,Portal,5,2.89,11.74,4,9,46,0,0
Low,Account Suspension,Phone,4,49.41,148.66,2,33,23,1,0
High,Account Suspension,Phone,5,1.12,19.5,2,33,60,0,0
Medium,Billing Dispute,Chat,3,34.28,60.93,5,55,21,1,0
High,Login Issue,Portal,6,1.01,7.94,0,27,36,0,0
Low,Subscription Cancellation,Phone,4,36.05,198.54,3,32,61,1,0
Low,Payment Problem,Chat,1,46.95,283.47,2,33,66,1,0
Urgent,Data Loss,Phone,9,0.58,5.37,7,6,60,0,0
Low,Feature Request,Chat,1,28.92,286.19,2,65,28,1,0
Urgent,Account Suspension,Chat,7,0.26,6.94,2,8,36,0,0
Medium,Account Suspension,Email,3,16.05,57.9,1,64,65,1,0
High,Account Suspension,Chat,8,4.7,28.27,5,29,24,1,1
High,Payment Problem,Email,7,3.73,11.85,5,18,60,0,0
Medium,Account Suspension,Chat,4,18.63,112.15,1,34,37,1,0
Medium,Performance Issue,Phone,6,33.25,86.74,2,57,24,1,0
Low,Feature Request,Portal,2,62.17,292.93,3,10,59,1,0
Low,Payment Problem,Portal,1,58.59,182.16,3,35,29,1,0
Medium,Feature Request,Chat,5,28.2,82.8,0,8,32,1,0
High,Integration Failure,Chat,7,8.19,27.27,5,11,62,1,1
Urgent,Security Breach,Email,6,0.62,6.94,2,5,33,0,0
Urgent,Performance Issue,Phone,9,0.87,3.23,3,24,27,0,0
High,Login Issue,Email,5,10.31,59.55,2,36,60,1,0
High,Login Issue,Email,5,1.49,11.95,0,69,33,0,0
High,Subscription Cancellation,Phone,4,1.11,21.95,3,30,42,0,0
Medium,Performance Issue,Email,2,19.9,97.85,3,38,26,1,0
Urgent,Feature Request,Email,10,0.3,5.39,2,26,18,0,0
High,Login Issue,Phone,5,3.66,9.08,4,39,30,0,0
High,Security Breach,Email,7,1.95,8.82,2,67,38,0,0
Low,Login Issue,Email,2,34.3,176.67,3,37,43,1,0
Medium,Account Suspension,Email,4,8.0,25.55,1,14,33,0,0
Medium,Subscription Cancellation,Email,3,5.98,33.65,2,59,18,0,0
Urgent,Payment Problem,Email,10,0.36,3.27,1,23,66,0,0
Medium,Data Loss,Phone,4,14.51,99.34,2,11,51,1,0
Medium,Data Loss,Email,2,3.23,16.15,2,68,32,0,0
Urgent,Login Issue,Phone,6,0.62,6.9,3,31,20,0,0
Low,Feature Request,Email,2,60.62,279.35,0,41,31,1,0
Medium,Feature Request,Chat,3,10.73,42.36,7,34,52,0,0
Low,Account Suspension,Phone,4,53.1,203.33,4,66,37,1,0
High,Login Issue,Phone,4,2.76,9.23,2,66,68,0,0
Urgent,Login Issue,Chat,7,1.56,14.51,3,1,51,1,1
Medium,Data Loss,Portal,6,4.87,38.06,2,29,44,0,0
Urgent,Integration Failure,Email,9,0.51,3.8,2,57,53,0,0
Medium,Login Issue,Chat,3,10.22,35.21,3,63,49,0,0
Urgent,Payment Problem,Portal,7,1.93,9.01,6,48,48,1,1
High,Subscription Cancellation,Email,8,6.22,53.71,3,36,23,1,1
Urgent,Subscription Cancellation,Email,9,0.89,3.53,2,3,50,0,0
Low,Payment Problem,Email,1,45.16,285.28,4,49,55,1,0
Urgent,Integration Failure,Chat,8,0.26,5.22,4,58,46,0,0
High,Feature Request,Email,8,8.55,39.02,2,36,38,1,1
Medium,Data Loss,Email,4,27.48,102.34,2,45,57,1,0
Urgent,Subscription Cancellation,Chat,7,0.92,4.03,1,34,64,0,0
Medium,Performance Issue,Chat,2,9.66,36.71,1,22,42,0,0
Urgent,Security Breach,Email,9,0.28,4.03,2,65,69,0,0
Low,Data Loss,Email,2,49.74,274.35,2,62,32,1,0
High,Integration Failure,Chat,4,2.1,22.51,2,52,41,0,0
Medium,Performance Issue,Portal,6,5.94,34.92,3,26,25,0,0
Low,Login Issue,Phone,3,32.78,222.39,3,69,31,1,0
Low,Payment Problem,Phone,2,43.52,209.26,2,6,37,1,0
Low,Login Issue,Chat,2,47.84,288.1,0,58,50,1,0
Medium,Account Suspension,Email,2,18.19,82.22,1,36,53,1,0
Medium,Billing Dispute,Chat,6,26.33,107.24,1,46,52,1,0
High,Payment Problem,Phone,7,1.46,7.26,1,21,55,0,0
Medium,Performance Issue,Chat,3,15.97,112.77,6,55,67,1,0
Medium,Security Breach,Phone,6,11.26,26.47,4,43,59,0,0
High,Billing Dispute,Portal,4,2.87,11.54,1,35,24,0,0
Low,Account Suspension,Email,4,53.52,157.35,2,14,41,1,0
Urgent,Feature Request,Email,8,1.72,9.6,4,25,29,1,1
Urgent,Account Suspension,Email,10,0.36,6.99,5,39,33,0,0
High,Billing Dispute,Chat,8,5.4,37.55,4,67,34,1,1
High,Subscription Cancellation,Email,4,0.99,22.37,1,70,58,0,0
Urgent,Data Loss,Portal,8,0.72,4.59,5,53,52,0,0
Low,Integration Failure,Email,3,9.77,109.92,2,12,40,0,0
Low,Login Issue,Email,1,40.91,242.59,3,57,39,1,0
Low,Feature Request,Email,3,33.74,157.88,2,60,32,1,0
High,Integration Failure,Portal,8,1.15,11.97,2,36,42,0,0
Low,Account Suspension,Phone,2,48.97,290.08,3,65,37,1,0
High,Security Breach,Portal,5,2.98,13.89,0,63,22,0,0
Urgent,Login Issue,Portal,10,0.94,2.69,2,38,46,0,0
Urgent,Feature Request,Chat,10,0.45,4.17,2,31,21,0,0
Medium,Integration Failure,Email,6,8.37,41.74,2,17,49,0,0
Low,Login Issue,Email,4,6.89,113.81,0,34,42,0,0
Urgent,Login Issue,Email,7,0.62,2.55,3,47,54,0,0
High,Feature Request,Phone,4,8.34,42.23,2,52,42,1,0
Low,Performance Issue,Email,2,27.86,173.32,1,43,25,1,0
Low,Data Loss,Email,1,48.42,296.9,0,29,51,1,0
Urgent,Performance Issue,Chat,8,0.57,4.4,3,22,39,0,0
High,Login Issue,Chat,6,7.23,57.77,0,38,56,1,0
Urgent,Billing Dispute,Phone,9,0.63,5.58,2,62,36,0,0
Urgent,Payment Problem,Chat,10,0.23,7.04,2,35,64,0,0
High,Billing Dispute,Phone,5,3.33,22.01,3,55,42,0,0
Medium,Feature Request,Chat,5,7.08,17.67,4,44,69,0,0
Medium,Login Issue,Email,2,2.69,20.69,3,6,21,0,0
Medium,Login Issue,Phone,6,35.63,70.63,1,19,64,1,0
Medium,Security Breach,Portal,3,21.9,88.76,4,12,49,1,0
High,Data Loss,Email,6,3.76,10.96,2,27,53,0,0
High,Security Breach,Chat,5,1.34,21.77,2,33,52,0,0
Urgent,Feature Request,Chat,9,0.22,3.34,3,37,49,0,0
Medium,Subscription Cancellation,Email,3,8.82,19.74,0,58,33,0,0
High,Performance Issue,Portal,5,3.64,9.57,1,31,42,0,0
High,Security Breach,Email,5,1.03,14.0,1,47,46,0,0
High,Feature Request,Phone,8,3.01,7.91,3,66,23,0,0
High,Performance Issue,Phone,6,1.01,17.81,0,20,67,0,0
Low,Feature Request,Chat,1,62.6,173.78,0,29,32,1,0
Medium,Subscription Cancellation,Email,3,7.63,43.52,2,25,24,0,0
Low,Data Loss,Email,3,18.87,50.02,2,12,36,0,0
Medium,Data Loss,Email,3,5.74,16.86,3,8,42,0,0
Medium,Feature Request,Email,3,33.84,79.84,3,63,39,1,0
High,Security Breach,Email,8,6.7,34.64,2,67,33,1,1
Urgent,Data Loss,Phone,9,0.41,6.92,1,61,24,0,0
High,Payment Problem,Chat,7,11.7,43.88,0,28,66,1,1
High,Security Breach,Phone,6,5.33,42.42,2,15,44,1,0
Medium,Integration Failure,Chat,4,26.71,105.1,3,56,58,1,0
High,Account Suspension,Phone,8,2.52,17.38,3,5,20,0,0
Low,Feature Request,Portal,4,37.2,133.62,2,62,51,1,0
Medium,Feature Request,Email,6,20.43,98.86,4,4,45,1,0
Medium,Feature Request,Portal,6,19.73,100.67,3,27,31,1,0
Medium,Subscription Cancellation,Chat,4,10.01,19.84,2,4,42,0,0
Low,Feature Request,Phone,3,44.16,251.18,5,64,20,1,0
Low,Data Loss,Phone,3,42.76,298.97,7,14,33,1,0
Medium,Data Loss,Chat,5,27.72,72.56,2,1,28,1,0
Urgent,Account Suspension,Email,8,0.57,2.6,5,31,24,0,0
Medium,Account Suspension,Email,6,22.91,109.95,2,12,36,1,0
Medium,Billing Dispute,Chat,3,8.78,20.79,0,8,19,0,0
Low,Security Breach,Portal,4,45.22,262.77,1,62,61,1,0
High,Data Loss,Phone,5,6.09,40.08,5,23,26,1,0
Medium,Data Loss,Email,2,9.08,42.6,3,65,52,0,0
Low,Subscription Cancellation,Phone,2,29.49,290.25,7,65,47,1,0
Medium,Data Loss,Phone,3,11.4,26.76,1,58,64,0,0
Low,Data Loss,Email,1,53.61,296.79,4,46,50,1,0
Low,Billing Dispute,Email,4,36.26,136.67,2,62,26,1,0
Low,Payment Problem,Email,2,35.44,227.59,4,36,52,1,0
Low,Billing Dispute,Portal,1,9.73,93.62,3,3,65,0,0
Low,Payment Problem,Phone,1,20.63,69.37,5,20,30,0,0
Medium,Billing Dispute,Email,6,32.05,97.07,1,64,53,1,0
Urgent,Data Loss,Email,6,0.31,4.0,2,37,20,0,0
High,Billing Dispute,Phone,4,2.6,8.41,2,62,64,0,0
Medium,Data Loss,Portal,4,33.97,108.91,6,14,35,1,0
Medium,Data Loss,Phone,2,9.0,23.65,4,41,26,0,0
Urgent,Account Suspension,Chat,8,0.64,3.42,1,66,18,0,0
Medium,Login Issue,Email,5,17.96,66.23,3,4,18,1,0
Low,Payment Problem,Chat,2,21.78,100.16,0,10,51,0,0
High,Integration Failure,Email,5,3.48,8.23,2,71,60,0,0
Low,Security Breach,Phone,1,41.05,215.65,3,19,63,1,0
Medium,Security Breach,Chat,2,6.88,20.46,5,71,53,0,0
Medium,Billing Dispute,Phone,5,3.14,34.74,1,27,20,0,0
Urgent,Login Issue,Chat,6,0.67,6.55,0,34,22,0,0
Medium,Subscription Cancellation,Phone,4,2.89,31.92,2,69,27,0,0
High,Integration Failure,Email,4,11.29,47.06,1,40,48,1,0
Urgent,Security Breach,Chat,9,0.86,5.64,7,40,45,0,0
Low,Performance Issue,Chat,1,39.23,228.26,2,26,65,1,0
Medium,Feature Request,Email,6,9.08,21.24,3,51,57,0,0
Medium,Performance Issue,Portal,4,23.22,96.72,3,35,45,1,0
Medium,Subscription Cancellation,Chat,3,32.47,104.83,4,6,67,1,0
Medium,Integration Failure,Chat,2,14.6,108.18,0,61,25,1,0
Urgent,Security Breach,Phone,10,0.58,2.81,3,61,28,0,0
High,Billing Dispute,Portal,6,1.99,13.4,3,19,58,0,0
High,Feature Request,Chat,6,1.58,12.96,3,35,34,0,0
Medium,Payment Problem,Portal,4,17.97,114.86,2,26,41,1,0
Urgent,Security Breach,Email,9,0.71,5.83,4,35,49,0,0
Urgent,Security Breach,Email,7,1.48,14.1,0,51,53,1,1
Urgent,Subscription Cancellation,Chat,10,0.67,7.39,3,60,46,0,0
Low,Security Breach,Chat,1,44.17,159.01,4,67,24,1,0
High,Integration Failure,Chat,7,1.53,12.84,5,5,40,0,0
Low,Login Issue,Email,3,62.14,237.68,1,45,33,1,0
Medium,Integration Failure,Chat,6,21.5,87.08,2,60,45,1,0
Low,Payment Problem,Phone,4,27.08,231.22,2,60,55,1,0
High,Login Issue,Chat,4,10.87,51.99,3,29,32,1,0
High,Security Breach,Portal,7,1.74,18.06,3,44,21,0,0
Low,Security Breach,Phone,3,63.9,242.4,1,20,32,1,0
Medium,Feature Request,Email,5,7.32,36.72,3,54,44,0,0
Medium,Security Breach,Email,5,10.33,38.78,0,56,57,0,0
Medium,Data Loss,Email,4,22.73,66.95,4,56,65,1,0
Low,Payment Problem,Phone,3,7.85,89.68,2,40,42,0,0
Medium,Account Suspension,Email,4,13.61,97.45,6,22,59,1,0
High,Billing Dispute,Email,8,10.32,50.09,6,47,18,1,1
Low,Feature Request,Portal,2,61.94,173.06,2,60,45,1,0
Low,Performance Issue,Chat,1,35.32,179.25,0,36,29,1,0
Medium,Login Issue,Email,6,34.98,104.61,1,34,20,1,0
Urgent,Account Suspension,Email,6,0.91,4.37,3,34,61,0,0
High,Billing Dispute,Portal,5,1.9,21.6,6,27,38,0,0
High,Security Breach,Portal,6,1.24,8.97,5,65,44,0,0
Medium,Integration Failure,Email,3,4.96,19.78,3,29,42,0,0
High,Data Loss,Chat,8,3.59,10.09,5,32,46,0,0
Low,Login Issue,Phone,3,15.77,58.27,4,57,44,0,0
High,Login Issue,Phone,8,3.54,21.25,0,13,63,0,0
Urgent,Login Issue,Phone,10,0.22,4.36,2,36,48,0,0
High,Payment Problem,Chat,8,11.93,41.9,4,13,60,1,1
Urgent,Login Issue,Portal,6,0.67,4.6,3,46,31,0,0
High,Feature Request,Email,7,1.36,19.79,2,5,29,0,0
Low,Billing Dispute,Email,4,13.92,65.35,5,53,23,0,0
Urgent,Integration Failure,Phone,8,0.82,6.73,2,17,63,0,0
Low,Feature Request,Chat,3,32.83,212.97,1,2,32,1,0
Medium,Feature Request,Portal,2,27.08,69.15,5,25,18,1,0
Low,Data Loss,Email,3,17.28,69.6,1,7,67,0,0
Low,Integration Failure,Phone,4,45.22,198.64,2,34,32,1,0
Medium,Data Loss,Email,6,7.27,21.94,0,26,64,0,0
Medium,Login Issue,Phone,5,9.94,18.22,0,58,45,0,0
Medium,Login Issue,Email,2,34.9,109.34,5,61,61,1,0
High,Feature Request,Chat,8,2.46,15.24,5,20,31,0,0
Low,Feature Request,Phone,1,58.44,172.79,2,65,40,1,0
Low,Login Issue,Chat,4,41.12,203.59,2,22,22,1,0
High,Subscription Cancellation,Email,5,6.94,46.76,4,17,56,1,0
Medium,Billing Dispute,Chat,6,33.46,101.17,3,63,53,1,0
High,Payment Problem,Phone,8,5.15,47.24,3,66,54,1,1
High,Account Suspension,Email,4,5.96,34.26,2,16,45,1,0
Urgent,Security Breach,Email,10,0.4,2.97,3,55,59,0,0
High,Performance Issue,Email,4,5.12,28.88,4,56,54,1,0
Medium,Integration Failure,Portal,2,28.42,60.06,7,43,36,1,0
High,Data Loss,Chat,8,11.29,38.02,3,10,54,1,1
Medium,Integration Failure,Email,2,13.82,76.65,2,53,63,1,0
Medium,Login Issue,Phone,3,4.67,44.92,4,60,39,0,0
High,Account Suspension,Phone,7,3.56,7.55,4,15,24,0,0
Medium,Performance Issue,Email,4,6.59,34.13,2,4,37,0,0
High,Feature Request,Portal,6,3.46,15.17,2,47,28,0,0
Urgent,Feature Request,Chat,10,2.89,10.43,4,22,20,1,1
Urgent,Data Loss,Chat,6,2.98,19.43,1,36,41,1,1
Urgent,Billing Dispute,Chat,8,0.5,6.62,2,22,38,0,0
Medium,Security Breach,Portal,4,5.49,21.29,1,19,60,0,0
Medium,Billing Dispute,Email,3,30.27,72.42,5,11,46,1,0
High,Account Suspension,Email,7,2.58,10.32,4,65,62,0,0
Medium,Billing Dispute,Email,3,28.23,73.53,2,66,24,1,0
High,Data Loss,Phone,4,2.4,10.76,0,15,28,0,0
High,Performance Issue,Chat,6,2.34,11.22,2,29,65,0,0
High,Performance Issue,Chat,8,1.74,15.26,3,15,32,0,0
Medium,Performance Issue,Email,5,26.78,75.48,4,55,41,1,0
Low,Feature Request,Phone,2,9.63,74.21,1,59,29,0,0
Medium,Subscription Cancellation,Phone,4,5.6,15.36,2,61,60,0,0
Low,Account Suspension,Chat,1,55.16,256.57,3,57,58,1,0
Urgent,Security Breach,Phone,7,0.68,7.23,1,22,63,0,0
Medium,Account Suspension,Email,3,26.36,119.76,1,30,62,1,0
Low,Account Suspension,Phone,2,16.95,51.65,1,25,39,0,0
Low,Billing Dispute,Email,3,45.18,196.52,4,67,43,1,0
High,Payment Problem,Chat,5,8.92,59.12,0,9,27,1,0
High,Account Suspension,Portal,5,1.09,10.51,4,34,40,0,0
Medium,Data Loss,Portal,3,6.75,31.23,2,64,57,0,0
Low,Payment Problem,Email,1,15.35,98.34,3,23,39,0,0
Medium,Subscription Cancellation,Chat,6,6.2,15.29,1,10,35,0,0
Medium,Data Loss,Email,3,2.55,17.68,1,46,63,0,0
High,Account Suspension,Portal,4,9.73,33.0,0,51,43,1,0
High,Integration Failure,Chat,8,2.17,14.31,1,62,62,0,0
Medium,Feature Request,Chat,3,3.8,14.87,2,39,22,0,0
Low,Billing Dispute,Email,4,70.75,204.45,1,65,47,1,0
Urgent,Login Issue,Portal,7,0.91,3.24,3,67,44,0,0
Medium,Security Breach,Chat,4,16.82,109.9,3,53,20,1,0
High,Security Breach,Email,5,2.92,14.79,2,43,19,0,0
Low,Data Loss,Chat,1,14.12,41.55,2,18,54,0,0
Medium,Security Breach,Email,2,19.8,83.9,6,34,39,1,0
Low,Payment Problem,Chat,4,57.61,212.68,3,9,68,1,0
Medium,Performance Issue,Portal,6,23.41,72.94,3,2,40,1,0
Urgent,Integration Failure,Portal,8,2.81,12.92,2,15,20,1,1
Medium,Login Issue,Chat,4,29.24,118.02,3,9,36,1,0
Low,Security Breach,Phone,3,49.55,173.53,1,60,23,1,0
Low,Security Breach,Chat,4,47.01,245.67,1,11,49,1,0
Medium,Data Loss,Email,4,2.68,35.02,1,61,19,0,0
Low,Account Suspension,Portal,2,33.73,202.95,2,62,28,1,0
Low,Feature Request,Email,4,28.46,288.6,6,21,43,1,0
High,Billing Dispute,Email,5,4.88,52.26,3,65,38,1,0
Medium,Billing Dispute,Portal,6,14.73,54.21,1,20,47,1,0
Medium,Billing Dispute,Email,4,2.53,29.55,2,51,69,0,0
Urgent,Billing Dispute,Phone,9,0.79,2.99,2,8,27,0,0
Low,Subscription Cancellation,Portal,1,13.41,58.38,1,47,61,0,0
Urgent,Login Issue,Chat,6,0.76,3.64,3,15,65,0,0
Medium,Account Suspension,Email,6,17.02,103.57,6,19,29,1,0
Urgent,Feature Request,Chat,8,0.83,3.7,2,24,67,0,0
High,Feature Request,Email,4,5.12,59.76,2,13,41,1,0
Urgent,Data Loss,Chat,7,0.44,3.07,7,44,36,0,0
Urgent,Integration Failure,Phone,10,0.48,4.54,2,7,53,0,0
Medium,Security Breach,Chat,6,4.52,29.67,4,71,48,0,0
Urgent,Security Breach,Chat,7,0.3,4.65,4,48,26,0,0
Medium,Account Suspension,Chat,2,8.05,17.31,3,15,63,0,0
Medium,Subscription Cancellation,Chat,2,13.39,67.97,5,12,39,1,0
Medium,Payment Problem,Portal,4,9.52,30.65,4,28,43,0,0
Medium,Performance Issue,Email,6,14.16,106.55,3,58,20,1,0
Low,Account Suspension,Phone,2,22.15,89.7,0,31,56,0,0
High,Payment Problem,Chat,8,11.0,44.69,0,4,29,1,1
Medium,Performance Issue,Email,2,22.65,118.49,1,58,51,1,0
High,Feature Request,Email,8,1.23,19.07,1,58,69,0,0
Urgent,Subscription Cancellation,Chat,10,0.85,6.91,3,41,23,0,0
Medium,Account Suspension,Chat,3,27.89,53.65,4,22,58,1,0
Medium,Billing Dispute,Email,5,24.71,67.33,0,49,60,1,0
Medium,Feature Request,Portal,4,20.48,101.17,0,31,40,1,0
Low,Payment Problem,Chat,4,14.9,57.71,4,40,31,0,0
Low,Account Suspension,Portal,1,45.33,191.47,2,70,41,1,0
Medium,Account Suspension,Email,6,23.81,92.5,1,20,58,1,0
Medium,Data Loss,Email,4,10.01,31.33,3,36,54,0,0
Urgent,Login Issue,Email,6,0.91,3.55,1,65,66,0,0
High,Feature Request,Email,7,11.72,55.92,3,43,25,1,1
Medium,Account Suspension,Portal,6,10.57,33.99,1,41,37,0,0
High,Security Breach,Email,8,3.21,17.89,2,67,39,0,0
Low,Security Breach,Chat,3,47.09,271.19,1,48,48,1,0
Medium,Login Issue,Email,5,3.19,17.6,1,70,24,0,0
High,Account Suspension,Chat,7,9.19,42.33,1,61,54,1,1
Medium,Billing Dispute,Phone,2,22.37,58.6,0,14,64,1,0
Medium,Login Issue,Chat,6,28.86,57.73,2,24,64,1,0
Urgent,Login Issue,Phone,8,0.37,6.15,3,67,26,0,0
Urgent,Payment Problem,Email,7,0.77,6.51,2,45,46,0,0
High,Payment Problem,Portal,7,1.31,8.02,3,44,34,0,0
High,Integration Failure,Phone,7,3.23,20.34,3,65,41,0,0
High,Feature Request,Chat,8,3.54,11.59,1,65,33,0,0
Low,Performance Issue,Chat,1,67.45,242.03,0,30,52,1,0
Medium,Login Issue,Portal,4,21.1,98.88,2,24,50,1,0
Low,Payment Problem,Chat,3,44.18,249.0,3,38,34,1,0
Medium,Subscription Cancellation,Phone,5,32.31,91.74,2,27,50,1,0
Medium,Integration Failure,Chat,4,28.98,60.41,2,34,60,1,0
Low,Account Suspension,Email,3,50.42,150.77,0,54,42,1,0
Urgent,Feature Request,Phone,10,0.92,3.13,3,7,69,0,0
Urgent,Account Suspension,Chat,10,0.59,7.19,4,60,44,0,0
High,Integration Failure,Chat,6,6.25,33.47,1,9,54,1,0
Medium,Data Loss,Chat,4,8.52,19.18,2,6,62,0,0
Urgent,Security Breach,Email,6,0.58,7.54,4,2,34,0,0
Low,Feature Request,Phone,1,8.47,36.34,1,9,61,0,0
High,Security Breach,Portal,8,1.26,19.32,2,49,50,0,0
Low,Subscription Cancellation,Portal,4,42.59,273.99,5,70,48,1,0
High,Account Suspension,Email,6,11.78,48.65,4,1,23,1,0
Medium,Data Loss,Chat,6,16.52,118.31,2,10,46,1,0
Urgent,Subscription Cancellation,Phone,9,0.55,4.13,2,53,21,0,0
Urgent,Performance Issue,Chat,6,0.45,2.86,5,20,51,0,0
Low,Account Suspension,Chat,2,69.4,172.44,2,42,35,1,0
Medium,Integration Failure,Portal,4,21.81,59.46,1,19,41,1,0
Urgent,Data Loss,Chat,10,0.37,4.93,1,49,63,0,0
Medium,Feature Request,Chat,3,24.1,117.64,1,8,39,1,0
Urgent,Data Loss,Email,6,0.32,5.09,1,55,19,0,0
High,Account Suspension,Email,8,7.28,37.33,3,19,42,1,1
Medium,Payment Problem,Email,5,29.9,113.7,1,33,31,1,0
Medium,Subscription Cancellation,Portal,2,26.86,94.02,2,24,60,1,0
Low,Data Loss,Chat,2,26.9,288.24,0,49,56,1,0
High,Security Breach,Chat,6,8.18,58.83,4,67,36,1,0
Medium,Subscription Cancellation,Phone,4,31.74,115.74,3,3,42,1,0
Medium,Security Breach,Chat,5,7.47,36.0,2,53,53,0,0
Medium,Data Loss,Chat,3,6.63,30.06,1,1,18,0,0
High,Payment Problem,Email,4,7.55,36.15,3,27,32,1,0
Urgent,Subscription Cancellation,Phone,6,0.6,7.29,1,51,42,0,0
Urgent,Integration Failure,Email,7,0.26,5.23,1,31,67,0,0
Medium,Subscription Cancellation,Email,5,31.43,119.69,3,28,27,1,0
Urgent,Feature Request,Email,10,0.84,7.18,3,16,35,0,0
High,Data Loss,Email,8,8.9,39.13,3,9,26,1,1
High,Performance Issue,Email,5,3.74,20.86,2,32,19,0,0
Urgent,Account Suspension,Phone,10,0.62,5.18,1,65,40,0,0
Low,Login Issue,Email,4,27.64,256.76,7,65,25,1,0
Low,Billing Dispute,Phone,2,47.55,212.8,1,24,66,1,0
Urgent,Performance Issue,Email,9,0.5,7.54,1,66,23,0,0
Medium,Security Breach,Email,2,4.15,26.84,6,57,38,0,0
Urgent,Integration Failure,Chat,8,0.6,2.9,0,18,24,0,0
Urgent,Integration Failure,Portal,10,0.54,6.86,2,28,43,0,0
Low,Billing Dispute,Portal,1,34.2,259.03,3,35,54,1,0
Urgent,Payment Problem,Portal,9,0.58,3.06,3,66,60,0,0
Medium,Feature Request,Phone,5,9.91,30.15,3,2,21,0,0
Medium,Account Suspension,Phone,6,6.98,35.57,2,11,35,0,0
High,Performance Issue,Chat,4,1.45,13.59,5,60,27,0,0
Urgent,Login Issue,Chat,6,0.71,7.13,2,61,50,0,0
Low,Subscription Cancellation,Email,2,66.06,290.45,2,65,68,1,0
Medium,Billing Dispute,Chat,5,21.07,111.16,3,28,40,1,0
High,Payment Problem,Chat,6,1.01,15.48,3,27,23,0,0
High,Integration Failure,Chat,6,3.54,14.28,3,12,24,0,0
High,Login Issue,Chat,8,9.58,46.06,3,39,57,1,1
Low,Integration Failure,Email,2,71.61,218.87,1,61,43,1,0
Medium,Data Loss,Chat,4,29.04,59.43,1,51,21,1,0
Medium,Billing Dispute,Email,2,16.03,105.76,1,55,21,1,0
Urgent,Payment Problem,Portal,6,0.52,7.29,2,46,50,0,0
Medium,Subscription Cancellation,Email,2,14.18,85.77,0,14,54,1,0
Low,Security Breach,Email,1,41.97,142.34,1,32,66,1,0
Urgent,Payment Problem,Portal,9,0.79,4.08,3,7,53,0,0
Low,Account Suspension,Chat,3,14.8,45.56,4,43,22,0,0
Urgent,Subscription Cancellation,Email,6,0.54,7.5,0,65,63,0,0
High,Performance Issue,Chat,7,3.34,9.34,2,21,46,0,0
Urgent,Payment Problem,Email,6,0.33,2.82,0,30,28,0,0
Medium,Subscription Cancellation,Email,5,25.48,87.87,2,26,43,1,0
Low,Performance Issue,Email,2,55.92,142.92,4,43,30,1,0
High,Payment Problem,Chat,4,11.44,47.7,4,61,46,1,0
Urgent,Login Issue,Phone,7,0.32,6.92,7,52,32,0,0
High,Security Breach,Chat,8,9.77,34.81,1,57,63,1,1
Low,Login Issue,Chat,4,28.49,287.76,2,30,25,1,0
High,Account Suspension,Email,8,2.5,17.28,4,38,67,0,0
High,Subscription Cancellation,Email,7,2.73,9.74,3,23,44,0,0
High,Performance Issue,Phone,6,3.32,17.25,0,36,56,0,0
High,Data Loss,Email,7,1.77,8.34,5,50,22,0,0
Urgent,Payment Problem,Portal,6,0.72,4.22,2,12,68,0,0
High,Data Loss,Chat,8,1.08,7.45,2,30,64,0,0
Low,Payment Problem,Phone,2,36.55,206.18,5,54,36,1,0
Medium,Account Suspension,Email,5,30.84,108.71,2,38,22,1,0
Low,Data Loss,Email,2,67.1,249.15,0,67,19,1,0
Medium,Performance Issue,Phone,4,13.57,66.16,1,3,40,1,0
Medium,Feature Request,Phone,5,3.9,20.1,1,46,55,0,0
Low,Login Issue,Email,4,35.98,250.3,2,50,44,1,0
Medium,Performance Issue,Portal,6,7.07,35.19,2,26,43,0,0
Low,Integration Failure,Email,1,33.43,155.9,1,63,53,1,0
